fpr,tpr
0.0,0.0
0.0,0.029605263157894735
0.0,0.06578947368421052
0.0,0.14144736842105263
0.0,0.18092105263157895
0.0,0.19407894736842105
0.0,0.20065789473684212
0.00510204081632653,0.20065789473684212
0.00510204081632653,0.21710526315789475
0.01020408163265306,0.21710526315789475
0.01020408163265306,0.24013157894736842
0.01020408163265306,0.24671052631578946
0.01020408163265306,0.2730263157894737
0.01020408163265306,0.27960526315789475
0.01020408163265306,0.3125
0.015306122448979591,0.3125
0.015306122448979591,0.3355263157894737
0.02040816326530612,0.3355263157894737
0.02040816326530612,0.4506578947368421
0.02040816326530612,0.45723684210526316
0.02040816326530612,0.46710526315789475
0.025510204081632654,0.46710526315789475
0.025510204081632654,0.5296052631578947
0.030612244897959183,0.5296052631578947
0.030612244897959183,0.5953947368421053
0.030612244897959183,0.6085526315789473
0.030612244897959183,0.618421052631579
0.03571428571428571,0.618421052631579
0.03571428571428571,0.625
0.03571428571428571,0.6348684210526315
0.03571428571428571,0.6447368421052632
0.03571428571428571,0.6513157894736842
0.04081632653061224,0.6513157894736842
0.04081632653061224,0.6611842105263158
0.04591836734693878,0.6611842105263158
0.04591836734693878,0.6644736842105263
0.05102040816326531,0.6644736842105263
0.05102040816326531,0.6677631578947368
0.05612244897959184,0.6677631578947368
0.05612244897959184,0.6907894736842105
0.061224489795918366,0.6907894736842105
0.061224489795918366,0.694078947368421
0.0663265306122449,0.694078947368421
0.0663265306122449,0.7203947368421053
0.0663265306122449,0.7302631578947368
0.0663265306122449,0.7401315789473685
0.0663265306122449,0.7532894736842105
0.0663265306122449,0.756578947368421
0.07653061224489796,0.756578947368421
0.07653061224489796,0.7828947368421053
0.09693877551020408,0.7828947368421053
0.09693877551020408,0.7861842105263158
0.10204081632653061,0.7861842105263158
0.10204081632653061,0.7927631578947368
0.10204081632653061,0.7960526315789473
0.10714285714285714,0.7960526315789473
0.10714285714285714,0.8157894736842105
0.1326530612244898,0.8157894736842105
0.1326530612244898,0.819078947368421
0.17346938775510204,0.819078947368421
0.17346938775510204,0.8256578947368421
0.17857142857142858,0.8256578947368421
0.17857142857142858,0.8355263157894737
0.18877551020408162,0.8355263157894737
0.18877551020408162,0.8421052631578947
0.1989795918367347,0.8421052631578947
0.1989795918367347,0.8519736842105263
0.20408163265306123,0.8519736842105263
0.20408163265306123,0.8552631578947368
0.20918367346938777,0.8552631578947368
0.20918367346938777,0.8585526315789473
0.21428571428571427,0.8585526315789473
0.21428571428571427,0.8618421052631579
0.22959183673469388,0.8618421052631579
0.22959183673469388,0.8651315789473685
0.24489795918367346,0.8651315789473685
0.24489795918367346,0.8717105263157895
0.2653061224489796,0.8717105263157895
0.2653061224489796,0.875
0.2755102040816326,0.875
0.2755102040816326,0.8782894736842105
0.28061224489795916,0.8782894736842105
0.28061224489795916,0.881578947368421
0.2857142857142857,0.881578947368421
0.2857142857142857,0.8848684210526315
0.3010204081632653,0.8848684210526315
0.3010204081632653,0.8914473684210527
0.32142857142857145,0.8914473684210527
0.32142857142857145,0.9013157894736842
0.33163265306122447,0.9013157894736842
0.33163265306122447,0.9078947368421053
0.34183673469387754,0.9078947368421053
0.34183673469387754,0.9111842105263158
0.37244897959183676,0.9111842105263158
0.37244897959183676,0.9144736842105263
0.39285714285714285,0.9144736842105263
0.39285714285714285,0.9177631578947368
0.4336734693877551,0.9177631578947368
0.4336734693877551,0.9210526315789473
0.4489795918367347,0.9210526315789473
0.4489795918367347,0.9243421052631579
0.4642857142857143,0.9243421052631579
0.4642857142857143,0.9276315789473685
0.46938775510204084,0.9276315789473685
0.46938775510204084,0.930921052631579
0.4846938775510204,0.930921052631579
0.4846938775510204,0.9342105263157895
0.4897959183673469,0.9342105263157895
0.4897959183673469,0.9375
0.576530612244898,0.9375
0.576530612244898,0.9407894736842105
0.5918367346938775,0.9407894736842105
0.5918367346938775,0.944078947368421
0.7295918367346939,0.944078947368421
0.7295918367346939,0.9473684210526315
0.7704081632653061,0.9473684210526315
0.7704081632653061,0.9506578947368421
0.8418367346938775,0.9506578947368421
0.8418367346938775,0.9539473684210527
0.8469387755102041,0.9539473684210527
0.8469387755102041,0.9572368421052632
0.8571428571428571,0.9572368421052632
0.8571428571428571,0.9605263157894737
0.8928571428571429,0.9605263157894737
0.8928571428571429,0.9736842105263158
0.923469387755102,0.9736842105263158
0.923469387755102,0.9802631578947368
0.9336734693877551,0.9802631578947368
0.9336734693877551,0.9868421052631579
0.9387755102040817,0.9868421052631579
0.9387755102040817,0.9901315789473685
0.9795918367346939,0.9901315789473685
0.9795918367346939,0.993421052631579
1.0,0.993421052631579
1.0,1.0
